SalesID,SalePrice
1227829,23789.35052
1227844,31229.79478
1227847,49824.78758
1227848,94839.31836
1227863,27634.28229
1227870,29689.45273
1227871,27807.70663
1227879,28772.89096
1227880,28955.88637
1227881,34683.77602
1227882,53965.37903
1227883,75311.44835
1227885,37309.85455
1227886,40167.53563
1227887,25730.60974
1227888,25715.51285
1227905,23877.36317
1227910,44093.90292
1227911,37865.89086
1227912,43295.2093
1227913,31197.8739
1227914,38615.40325
1227917,24705.14775
1227918,28827.43937
1227920,50583.61244
1227924,31792.39012
1227925,24633.79009
1227930,26582.11945
1227933,34570.11442
1227942,24534.29866
1227949,28560.28562
1227972,23686.9694
1227976,42906.59683
1227977,40005.9192
1227979,48877.71329
1227980,24718.2739
1227988,23853.05778
1227990,30741.95789
1227991,24008.74544
1227992,23276.81141
1227994,34329.63963
1227997,24052.18941
1228007,56933.17024
1228012,66702.15692
1228019,33690.64241
1228031,29062.69742
1228040,65038.96522
1228042,25799.93405
1228046,25563.32829
1228049,69246.22792
1228050,41264.59352
1228056,25001.41894
1228061,29431.6035
1228065,34338.98211
1228069,35283.65187
1228071,85353.30114
1228072,88847.40925
1228075,29620.00185
1228076,33282.28218
1228089,56597.19559
1228104,27538.98388
1228105,56712.42365
1228107,31494.49999
1228113,53939.62689
1228117,50588.4016
1228119,43193.44706
1228122,49460.43577
1228123,67113.05313
1228124,35795.45517
1228129,39611.73279
1228130,53904.86545
1228131,48851.19232
1228134,55498.40287
1228135,62695.47003
1228136,34156.08457
1228142,26632.36807
1228145,64355.5112
1228149,39340.5881
1228150,31391.62904
1228152,51998.53844
1228153,24596.56941
1228155,35499.83771
1228156,44885.89323
1228157,45434.55521
1228158,48292.89774
1228160,26257.91283
1228161,24710.25931
1228168,25741.89519
1228179,24234.21552
1228182,24562.44103
1228183,23207.94803
1228188,77389.33143
1228192,24469.38591
1228195,28472.1572
1228197,27126.57103
1228198,24987.78351
1228200,39992.09546
1228203,27435.14193
1228214,35976.45488
1228217,26373.93103
1228219,53415.52166
1228222,41898.93894
1228225,40200.93227
1228228,39313.63125
1228229,36906.34588
1228231,41274.39896
1228236,41600.14531
1228237,38208.83532
1228238,35159.80077
1228244,35114.41086
1228245,29897.2665
1228247,28281.4923
1228248,24883.19524
1228253,26829.14253
1228254,40424.56729
1228256,36683.70181
1228265,32069.69366
1228270,50948.33769
1228277,28727.30365
1228287,123138.9591
1228288,58980.31292
1228289,22691.26997
1228290,23784.7386
1228291,24517.95635
1228292,45469.0015
1228293,26239.45447
1228305,46385.98843
1228314,34141.51821
1228315,70685.25667
1228320,28624.61855
1228326,26265.61956
1228328,54742.61434
1228329,33868.05738
1228330,27330.53075
1228332,44377.67802
1228333,29001.35132
1228345,22626.20609
1228351,24170.20022
1228352,24376.00672
1228353,51364.75008
1228354,41016.88473
1228356,35162.04049
1228357,49763.04805
1228359,61647.97952
1228360,59509.57572
1228361,58433.73357
1228362,43884.4754
1228364,66651.65659
1228365,44563.1157
1228367,64305.80365
1228368,56172.14828
1228369,35586.41693
1228371,29441.83995
1228374,27155.41195
1228375,35568.38135
1228376,33273.22756
1228380,25579.11449
1228381,51671.84738
1228384,40252.70755
1228385,40432.35186
1228386,40443.78346
1228387,40384.22058
1228389,40483.59036
1228391,29621.82487
1228394,24205.38745
1228395,24004.46608
1228400,46688.19917
1228401,24731.66832
1228402,33561.40241
1228403,43458.04922
1228404,78325.2386
1228406,40054.06095
1228411,27066.35367
1228415,55075.9906
1228416,46645.1385
1228421,25197.12812
1228422,45208.62499
1228424,25301.01346
1228426,63319.91496
1228429,29039.60623
1228430,30171.10174
1228437,71184.23408
1228438,40000.92765
1228439,27169.18933
1228442,122763.8308
1228494,49870.84164
1228496,31878.55278
1228498,57373.55871
1228499,64758.60227
1228503,51391.08803
1228506,24498.52277
1228508,24887.35491
1228509,24442.75472
1228510,29212.3426
1228518,52762.75987
1228519,48009.88026
1228524,40455.80142
1228525,72195.32434
1228533,69713.55596
1228535,61835.53575
1228536,83119.71927
1228542,41549.07824
1228553,34960.61758
1228561,25150.43472
1228562,30528.64606
1228568,30993.70029
1228569,31992.71602
1228570,47300.18976
1228572,84791.84014
1228573,35492.16903
1228575,52331.66992
1228579,26424.74686
1228582,23740.39595
1228583,41015.15404
1228586,73557.81426
1228590,92109.54575
1228591,71234.87202
1228593,64364.06346
1228594,76460.04403
1228595,24346.88156
1228598,33247.7205
1228604,26632.85555
1228605,28921.48307
1228606,37625.49199
1228618,34528.16148
1228619,31171.95454
1228622,26779.18176
1228623,33937.59868
1228627,59313.80562
1228628,55497.72088
1228629,54505.6796
1228630,31822.4246
1228631,41481.38247
1228633,62228.11365
1228634,43909.16539
1228635,37658.57784
1228640,31719.74008
1228641,55676.32408
1228642,58187.38249
1228643,33031.09471
1228648,24337.53748
1228649,40838.55481
