SalesID,SalePrice
6275886,82396.05119
6267903,69666.66375
6272142,62837.81752
6279139,80820.11888
6264634,98666.11337
6272627,58606.64657
6280638,80820.11888
6260200,56876.3169
1223152,80820.11888
6273939,31186.97431
1224269,80820.11888
6266256,50547.6325
6277614,31186.97431
6301522,15281.82502
1224959,80820.11888
6267534,14218.15812
6272299,62837.81752
6278590,12735.19846
6279136,80820.11888
6274386,14081.03256
6279323,49101.74369
1224511,34696.76587
6278976,22564.03587
6272713,98666.11337
6279831,62837.81752
6263465,37603.98625
6272515,80820.11888
6279832,62837.81752
1224389,80820.11888
6274942,58246.79459
6276373,27242.44307
1224258,62837.81752
6272290,45427.32836
6272710,98666.11337
6261905,30155.94836
6275283,80820.11888
6269908,27186.21383
6276413,23448.45004
6269780,98666.11337
6276536,23448.45004
1224515,23448.45004
6262662,27186.21383
6279647,27443.02851
6266050,14218.15812
6275988,18480.29207
1225127,61330.93082
6276991,61330.93082
6301745,38027.10684
6260539,30155.94836
6275926,14917.38897
6280856,38027.10684
6266965,46855.85366
1224526,17219.42731
6273950,31186.97431
6282775,14159.74932
6267110,34696.76587
6270931,98666.11337
6264818,17219.42731
6273187,82396.05119
6279889,12735.19846
6269553,34696.76587
6279286,47314.62273
6277301,38027.10684
6270911,18858.22265
6280827,38027.10684
6264638,98666.11337
6260896,63346.62209
6279073,62837.81752
6266269,50547.6325
6268329,34696.76587
1224530,98666.11337
6276581,31186.97431
6274395,18480.29207
6262395,98666.11337
6273172,82396.05119
6275694,80820.11888
6269983,16584.09244
1224270,23448.45004
6264603,98666.11337
6264625,98666.11337
6268691,14218.15812
6280805,27443.02851
6265525,61330.93082
6272712,98666.11337
6272682,61330.93082
6262936,34696.76587
6265743,37603.98625
6277579,23448.45004
6277585,23448.45004
6266866,34696.76587
6280631,80820.11888
6261962,46855.85366
6276372,23448.45004
6264381,61330.93082
6304172,70847.74043
1226194,17219.42731
1224267,80820.11888
6263558,61330.93082
1224516,80820.11888
6274921,58246.79459
6263570,61330.93082
6273967,61330.93082
6271170,34696.76587
1224503,23448.45004
6272506,80820.11888
1227069,18797.92865
6270842,61330.93082
1224264,82396.05119
1224262,82396.05119
6271296,61330.93082
6276412,23448.45004
6276143,80820.11888
6274446,31186.97431
6269856,18858.22265
1223382,38027.10684
1223154,31186.97431
6275714,80820.11888
1545673,31186.97431
6273947,31186.97431
6264225,45427.32836
6274755,80820.11888
6279188,80820.11888
6276642,31186.97431
1560690,31186.97431
6277545,82396.05119
1224361,62837.81752
1227662,11418.40091
6277537,82396.05119
6272364,80820.11888
1560566,31186.97431
6273646,29404.82807
1223384,38027.10684
6272265,70718.44692
1224391,80820.11888
6274843,23448.45004
6304245,28174.34672
6261093,34696.76587
6265534,61330.93082
6269691,29404.82807
1226062,23448.45004
6274040,23448.45004
6276616,31186.97431
6324497,47314.62273
6269566,34696.76587
6274057,23448.45004
6271937,61330.93082
6267537,14218.15812
6264626,98666.11337
6272275,70718.44692
6270554,14159.74932
6274216,30186.58254
1224238,48630.13633
1225364,18858.22265
1223145,14218.15812
1223148,38027.10684
1226699,23126.92953
6267661,17219.42731
6268697,17219.42731
6265652,23126.92953
1223385,38027.10684
6264190,34696.76587
6272454,62837.81752
6324483,38027.10684
1223151,38027.10684
6263075,61330.93082
6275681,62837.81752
6271952,82396.05119
6261819,61330.93082
1223648,9677.174387
6269799,30155.94836
6265654,23126.92953
6276406,23448.45004
1227603,80820.11888
1224235,48630.13633
6270195,16584.09244
1560606,31186.97431
6276620,31186.97431
1560612,31186.97431
6264723,9677.174387
6264186,34696.76587
6269849,18858.22265
6267189,19579.80602
1223147,31186.97431
6278302,31186.97431
1226422,48630.13633
6264155,34696.76587
6270210,16584.09244
6324467,38027.10684
6262137,34696.76587
6276636,31186.97431
1560684,31186.97431
6272480,80820.11888
1223229,23448.45004
6279085,62837.81752
6304164,18797.92865
6276619,31186.97431
6274673,45569.38372
6274916,58246.79459
6274941,58246.79459
1223650,22564.03587
1560611,31186.97431
6276618,31186.97431
1560610,31186.97431
6268575,17219.42731
6264558,17219.42731
6263460,37603.98625
6269634,30155.94836
6260561,34696.76587
1226942,14081.03256
6261086,34696.76587
6273964,61330.93082
6268750,94595.32769
1224234,48630.13633
6273968,61330.93082
6264517,48630.13633
6277275,49101.74369
6262822,29404.82807
6278981,22564.03587
6274955,58246.79459
6256301,11707.08602
1224236,48630.13633
1223150,38027.10684
6281003,38027.10684
6271285,61330.93082
6265522,61330.93082
6274649,45569.38372
6269624,30155.94836
6277869,82396.05119
6276621,31186.97431
6274643,45569.38372
6262824,29404.82807
6274041,23448.45004
6266724,34696.76587
6272547,98666.11337
6266265,50547.6325
1560613,31186.97431
6276659,27443.02851
6261836,34696.76587
6270211,16584.09244
6275703,80820.11888
6275718,80820.11888
6263344,18858.22265
6262170,34696.76587
6261834,34696.76587
6264607,98666.11337
6264608,98666.11337
6274885,58246.79459
6279266,45569.38372
6277011,82396.05119
1223383,38027.10684
6279246,45569.38372
6278298,31186.97431
1223149,38027.10684
6279245,45569.38372
6275705,80820.11888
6276589,31186.97431
6274397,18480.29207
6279991,31186.97431
6271278,61330.93082
6276617,31186.97431
6266935,46855.85366
6277311,47314.62273
6274946,58246.79459
6262100,61330.93082
6271519,18858.22265
6279990,31186.97431
6279664,47314.62273
6263454,37603.98625
6260800,34696.76587
6272434,62837.81752
6274831,23448.45004
6260684,23126.92953
6263125,29404.82807
6276667,27443.02851
6275722,80820.11888
6269593,17219.42731
6271069,18858.22265
1223069,47314.62273
6260700,23126.92953
6270202,16584.09244
6268585,27443.02851
6270187,16584.09244
6279059,62837.81752
1223079,61330.93082
1223080,61330.93082
6272224,70718.44692
6272223,70718.44692
1223078,61330.93082
1225088,61330.93082
6301663,27443.02851
6304533,34264.17984
1226743,12735.19846
6279242,29404.82807
1223081,61330.93082
6269569,45427.32836
6266949,46855.85366
1223075,9407.863247
6267292,14218.15812
6269572,45427.32836
1223077,9407.863247
1223073,27443.02851
1224731,18858.22265
1223076,45427.32836
6270186,16584.09244
6261008,19579.80602
6270180,16584.09244
6260708,23126.92953
6267384,11935.19237
6266201,36922.94529
6272244,70718.44692
6275654,80820.11888
6278794,82396.05119
1223440,14081.03256
6275610,80820.11888
6260691,23126.92953
1223003,82396.05119
1223468,38027.10684
1224356,45569.38372
6272369,80820.11888
1223518,47314.62273
1223634,61330.93082
6275602,80820.11888
6280911,82396.05119
6264003,12811.46238
6263542,37603.98625
6264688,34696.76587
6262818,29404.82807
6267179,16584.09244
6264617,98666.11337
6262952,45427.32836
6260926,30155.94836
1226836,61330.93082
6303595,64622.80167
6271336,30155.94836
6262166,34696.76587
6272297,62837.81752
6267192,19579.80602
6278648,82396.05119
6267084,21646.15726
6265819,11418.40091
6273855,82396.05119
6279113,62837.81752
6266072,19579.80602
6271381,50547.6325
6263040,61330.93082
1223489,23448.45004
1225586,23448.45004
6277276,49101.74369
1227618,34264.17984
6279712,47314.62273
6278196,82396.05119
6274021,23448.45004
6279905,14081.03256
6272278,70718.44692
6264856,17219.42731
1224933,34794.73246
6264272,37603.98625
1226087,30155.94836
6269286,30293.43757
6272658,14917.38897
6280811,27443.02851
6276439,23448.45004
6274952,58246.79459
1225107,80820.11888
6270375,30271.14503
6280839,47314.62273
6264486,48630.13633
6272373,80820.11888
6264216,45427.32836
6275813,61330.93082
6266971,46855.85366
6265497,61330.93082
6267449,50547.6325
1225095,61330.93082
6276586,31186.97431
6279803,50547.6325
1225109,62837.81752
1225036,38027.10684
6279644,27443.02851
6272590,58606.64657
6279312,14081.03256
6270203,16584.09244
6272564,98666.11337
6277268,22564.03587
1224357,47314.62273
6272288,45427.32836
6262113,61330.93082
6267082,21646.15726
6272136,62837.81752
6275485,50547.6325
6260967,17219.42731
6275556,14917.38897
6277901,45569.38372
6280584,38027.10684
6278952,14917.38897
6277573,23448.45004
6276680,30186.58254
6271291,61330.93082
6279895,12735.19846
6276555,31186.97431
6265574,61330.93082
6271643,63346.62209
1225823,50547.6325
6279753,12735.19846
6276310,80820.11888
1226677,11418.40091
6271652,63346.62209
6268117,30271.14503
6267894,69666.66375
1560008,23448.45004
6276433,23448.45004
1226048,45427.32836
6280583,38027.10684
6266525,57512.0399
1418358,50547.6325
6277262,22564.03587
6272573,98666.11337
6266584,36376.93899
6266268,50547.6325
6272139,62837.81752
6271866,82396.05119
6270224,16584.09244
1223479,17219.42731
6267820,50772.7573
6263338,61330.93082
1225038,80820.11888
1225035,80820.11888
1223558,38027.10684
6272979,82396.05119
6262963,61330.93082
6269570,45427.32836
6261097,34696.76587
6263321,61330.93082
6263482,46855.85366
6260948,18858.22265
6264208,45427.32836
6272571,98666.11337
6269458,21646.15726
6266001,16584.09244
6268737,94595.32769
6264800,17219.42731
6279142,80820.11888
6274607,82396.05119
6270229,17219.42731
6260640,17219.42731
6291853,19941.84707
6272570,98666.11337
6266087,17219.42731
6267283,14218.15812
6277512,45569.38372
6271366,50547.6325
6272569,98666.11337
6272368,80820.11888
1225085,80820.11888
6276423,23448.45004
6272473,62837.81752
6267881,69666.66375
1226485,98666.11337
6274606,82396.05119
6275930,14666.28588
6262086,61330.93082
6274061,23448.45004
6272245,70718.44692
6274997,58606.64657
6264784,19579.80602
6278568,12735.19846
6275616,80820.11888
6269999,16584.09244
6273854,82396.05119
6266320,13981.24601
6268332,34696.76587
6262069,61330.93082
6272137,62837.81752
6266031,30155.94836
1226046,98666.11337
6262106,61330.93082
6271416,64847.78169
6279081,62837.81752
6260083,13981.24601
1225131,16584.09244
6269987,16584.09244
6275717,80820.11888
6264659,98666.11337
6266877,34696.76587
1225034,38027.10684
6272626,58606.64657
6263059,61330.93082
6275628,80820.11888
6280925,38027.10684
6266250,50547.6325
6274683,98666.11337
6270181,16584.09244
