SalesID,SalePrice
6275886,82593.63095
6267903,67797.32701
6272142,53717.63393
6279139,87906.68306
6264634,84549.48241
6272627,60417.53402
6280638,69369.40142
6260200,64340.24497
1223152,105474.4807
6273939,31913.7367
1224269,83279.3994
6266256,55937.03011
6277614,30660.13481
6301522,18821.83096
1224959,94206.44998
6267534,16879.89278
6272299,44235.56369
6278590,14769.65844
6279136,87207.41847
6274386,15369.41708
6279323,59544.14108
1224511,37031.02221
6278976,17561.94442
6272713,118049.4882
6279831,68076.05681
6263465,37541.4941
6272515,88656.49025
6279832,70274.80643
1224389,108112.0565
6274942,56054.50188
6276373,32016.86541
1224258,90368.56769
6272290,46069.61226
6272710,118049.4882
6261905,27240.01281
6275283,83759.36241
6269908,23648.44966
6276413,28578.40498
6269780,82604.25764
6276536,32213.80542
1224515,32109.98308
6262662,34851.48149
6279647,36765.05324
6266050,19821.61782
6275988,23569.08001
1225127,81464.88475
6276991,60167.64377
6301745,30253.57854
6260539,27337.11393
6275926,16272.64295
6280856,49558.42195
6266965,54487.21081
1224526,15646.3388
6273950,33156.8407
6282775,12480.55838
6267110,30378.46385
6270931,83148.35031
6264818,21101.91958
6273187,76445.71122
6279889,15886.67477
6269553,39050.69292
6279286,37991.98471
6277301,31079.57431
6270911,17780.15634
6280827,40735.15121
6264638,81509.06558
6260896,61453.69505
6279073,77730.2111
6266269,67091.19743
6268329,43885.78379
1224530,81190.45865
6276581,34340.87837
6274395,17324.53539
6262395,91358.37273
6273172,82687.63583
6275694,70448.41559
6269983,11995.78847
1224270,32187.17205
6264603,80195.76321
6264625,82236.9768
6268691,12650.33875
6280805,39455.84255
6265525,74124.22958
6272712,118049.4882
6272682,88496.75935
6262936,30459.89406
6265743,44300.55365
6277579,28500.42688
6277585,26978.70748
6266866,40537.02547
6280631,69369.40142
6261962,37997.42302
6276372,26926.71986
6264381,63442.8563
6304172,54584.39831
1226194,18007.65279
1224267,79933.67556
6263558,44927.09903
1224516,85389.6313
6274921,53534.04749
6263570,83339.41219
6273967,62917.94851
6271170,31965.78692
1224503,29141.10961
6272506,88656.49025
1227069,22044.02131
6270842,62312.24474
1224264,93622.63473
1224262,94072.18323
6271296,78324.28331
6276412,29159.51892
6276143,87502.00689
6274446,33072.59639
6269856,20442.33278
1223382,73687.13512
1223154,33348.86903
6275714,106859.5129
1545673,27692.82513
6273947,29878.01629
6264225,42751.95876
6274755,95348.51363
6279188,86304.17989
6276642,34097.36616
1560690,34636.21365
6277545,98060.16595
1224361,71739.08551
1227662,12177.60465
6277537,97290.01296
6272364,88859.4528
1560566,34466.00083
6273646,27786.81272
1223384,72357.30184
6272265,87088.62324
1224391,77163.63192
6274843,24543.87079
6304245,31594.62299
6261093,46321.29997
6265534,66011.21872
6269691,21082.59516
1226062,23170.5171
6274040,29085.82804
6276616,33544.52674
6324497,39682.80873
6269566,38635.23065
6274057,28159.373
6271937,79672.3919
6267537,17851.64944
6264626,80895.98036
6272275,87579.07153
6270554,18381.68876
6274216,43263.53309
1224238,51983.42077
1225364,22517.30912
1223145,12197.90975
1223148,43988.74164
1226699,17296.88986
6267661,20157.27527
6268697,17857.95246
6265652,24814.28821
1223385,74497.11395
6264190,36282.07426
6272454,71632.34008
6324483,38227.49999
1223151,73007.42763
6263075,67911.02473
6275681,54388.24637
6271952,77483.3781
6261819,92343.14278
1223648,11157.07333
6269799,34737.68161
6265654,22600.90528
6276406,23800.1104
1227603,50612.67206
1224235,55910.35911
6270195,12134.26221
1560606,32038.43649
6276620,31649.6789
1560612,30674.96576
6264723,9921.590606
6264186,39520.54245
6269849,19680.14868
6267189,20884.45325
1223147,56503.91563
6278302,60456.26602
1226422,28406.88093
6264155,40756.48457
6270210,13103.94194
6324467,35224.12812
6262137,35530.36672
6276636,34536.72897
1560684,34922.72251
6272480,88656.49025
1223229,23276.96717
6279085,71320.06565
6304164,19441.78658
6276619,30812.95585
6274673,65338.79612
6274916,44189.53008
6274941,55358.04677
1223650,35742.15636
1560611,31667.18266
6276618,31649.6789
1560610,30674.96576
6268575,22553.52373
6264558,19354.23185
6263460,42694.10615
6269634,35597.6876
6260561,26944.65931
1226942,13673.3159
6261086,37199.7069
6273964,63620.98205
6268750,100482.9547
1224234,58635.48208
6273968,59922.21826
6264517,53221.50563
6277275,80621.69225
6262822,31782.04565
6278981,17180.35294
6274955,66391.91872
6256301,9598.856719
1224236,50838.0951
1223150,73548.4161
6281003,72545.75943
6271285,66497.91399
6265522,63180.55928
6274649,52694.37628
6269624,35333.16986
6277869,94702.82155
6276621,30812.95585
6274643,45784.41067
6262824,31827.74956
6274041,27347.20749
6266724,25567.31501
6272547,108912.8518
6266265,63502.64404
1560613,30674.96576
6276659,31490.68254
6261836,41996.11106
6270211,13103.94194
6275703,91927.00003
6275718,106859.5129
6263344,19293.61022
6262170,39673.02701
6261834,46925.2182
6264607,78235.91183
6264608,82092.5041
6274885,40305.45726
6279266,54376.46997
6277011,76145.83275
1223383,75212.60149
6279246,49943.17417
6278298,51245.83374
1223149,74110.50879
6279245,47284.99985
6275705,106859.5129
6276589,34387.28247
6274397,20215.53039
6279991,35403.02432
6271278,54902.52986
6276617,33544.52674
6266935,45742.37743
6277311,43698.45797
6274946,61591.21244
6262100,69675.40708
6271519,18809.28932
6279990,35403.02432
6279664,44000.77663
6263454,40053.9918
6260800,34800.93603
6272434,79244.13435
6274831,23595.3971
6260684,20098.51173
6263125,34563.04726
